target;source;weight
Tenero-Contra;Lavertezzo;15
Tenero-Contra;Locarno;277
Tenero-Contra;Losone;26
Tenero-Contra;Minusio;40
Tenero-Contra;Muralto;29
Tenero-Contra;Orselina;12
Tenero-Contra;Tenero-Contra;297
Tenero-Contra;Cugnasco-Gerra;8
Tenero-Contra;Bioggio;7
Tenero-Contra;Comano;5
Tenero-Contra;Lugano;35
Tenero-Contra;Manno;6
Tenero-Contra;Torricella-Taverne;6
Tenero-Contra;Monteceneri;6
Tenero-Contra;Biasca;7
Tenero-Contra;Centovalli;5
Tenero-Contra;Gambarogno;32
Tenero-Contra;Andere Gemeinden;68
Tenero-Contra;Andere Gemeinden;9
Vergeletto;Vergeletto;5
Vergeletto;Onsernone;8
Vergeletto;Andere Gemeinden;5
Vogorno;Bellinzona;13
Vogorno;Brione (Verzasca);11
Vogorno;Gordola;9
Vogorno;Locarno;14
Vogorno;Tenero-Contra;8
Vogorno;Vogorno;27
Vogorno;Cugnasco-Gerra;7
Vogorno;Andere Gemeinden;32
Vogorno;Andere Gemeinden;1
Onsernone;Locarno;11
Onsernone;Onsernone;51
Onsernone;Andere Gemeinden;14
Isorno;Locarno;24
Isorno;Isorno;69
Isorno;Andere Gemeinden;37
Isorno;Andere Gemeinden;1
Cugnasco-Gerra;Meiringen;11
Cugnasco-Gerra;Arbedo-Castione;5
Cugnasco-Gerra;Bellinzona;157
Cugnasco-Gerra;Cadenazzo;20
Cugnasco-Gerra;Camorino;11
Cugnasco-Gerra;Giubiasco;27
Cugnasco-Gerra;Gudo;8
Cugnasco-Gerra;Isone;19
Cugnasco-Gerra;Monte Carasso;8
Cugnasco-Gerra;Sant'Antonino;27
Cugnasco-Gerra;Sementina;12
Cugnasco-Gerra;Ascona;24
Cugnasco-Gerra;Brione (Verzasca);6
Cugnasco-Gerra;Gordola;39
Cugnasco-Gerra;Lavertezzo;35
Cugnasco-Gerra;Locarno;212
Cugnasco-Gerra;Losone;36
Cugnasco-Gerra;Minusio;19
Cugnasco-Gerra;Muralto;30
Cugnasco-Gerra;Orselina;7
Cugnasco-Gerra;Tenero-Contra;44
Cugnasco-Gerra;Cugnasco-Gerra;240
Cugnasco-Gerra;Comano;5
Cugnasco-Gerra;Gravesano;5
Cugnasco-Gerra;Lugano;49
Cugnasco-Gerra;Manno;15
Cugnasco-Gerra;Mezzovico-Vira;10
Cugnasco-Gerra;Torricella-Taverne;6
Cugnasco-Gerra;Monteceneri;20
Cugnasco-Gerra;Gambarogno;34
Cugnasco-Gerra;Andere Gemeinden;80
Cugnasco-Gerra;Andere Gemeinden;16
Agno;Luzern;6
Agno;Andere Gemeinden;6
Agno;Bellinzona;22
Agno;Camorino;6
Agno;Giubiasco;8
Agno;Locarno;10
Agno;Agno;557
Agno;Bedano;15
Agno;Bioggio;113
Agno;Cademario;6
Agno;Cadempino;23
Agno;Caslano;26
Agno;Croglio;21
Agno;Grancia;13
Agno;Gravesano;13
Agno;Lamone;12
Agno;Lugano;560
Agno;Magliaso;18
Agno;Manno;83
Agno;Massagno;15
Agno;Melide;7
Agno;Mezzovico-Vira;22
Agno;Monteggio;6
Agno;Muzzano;31
Agno;Novaggio;17
Agno;Paradiso;32
Agno;Pura;5
Agno;Savosa;11
Agno;Sorengo;35
Agno;Capriasca;8
Agno;Torricella-Taverne;16
Agno;Vezia;28
Agno;Collina d'Oro;42
Agno;Monteceneri;27
Agno;Balerna;5
Agno;Mendrisio;26
Agno;Novazzano;5
Agno;Stabio;7
Agno;Andere Gemeinden;62
Agno;Andere Gemeinden;11
Aranno;Agno;6
Aranno;Aranno;18
Aranno;Bioggio;9
Aranno;Lugano;54
Aranno;Manno;8
Aranno;Massagno;5
Aranno;Andere Gemeinden;51
Aranno;Andere Gemeinden;1
Arogno;Chur;8
Arogno;Giubiasco;8
Arogno;Arogno;104
Arogno;Bioggio;5
Arogno;Bissone;9
Arogno;Lugano;97
Arogno;Manno;11
Arogno;Maroggia;9
Arogno;Massagno;5
Arogno;Melano;11
Arogno;Melide;9
Arogno;Mezzovico-Vira;5
Arogno;Paradiso;8
Arogno;Rovio;5
Arogno;Balerna;8
Arogno;Chiasso;13
Arogno;Mendrisio;29
Arogno;Riva San Vitale;6
Arogno;Andere Gemeinden;50
Arogno;Andere Gemeinden;5
Astano;Agno;5
Astano;Astano;30
Astano;Bedigliora;7
Astano;Croglio;7
Astano;Lugano;22
Astano;Novaggio;11
Astano;Andere Gemeinden;37
Bedano;Bellinzona;13
Bedano;Giubiasco;9
Bedano;Isone;6
Bedano;Agno;11
Bedano;Bedano;118
Bedano;Bioggio;26
Bedano;Cadempino;12
Bedano;Canobbio;23
Bedano;Comano;15
Bedano;Gravesano;23
Bedano;Lamone;21
Bedano;Lugano;210
Bedano;Manno;61
Bedano;Massagno;11
Bedano;Mezzovico-Vira;19
Bedano;Muzzano;13
Bedano;Paradiso;9
Bedano;Savosa;7
Bedano;Sorengo;7
Bedano;Torricella-Taverne;24
Bedano;Vezia;10
Bedano;Monteceneri;11
Bedano;Andere Gemeinden;63
Bedano;Andere Gemeinden;2
Bedigliora;Agno;17
Bedigliora;Bedigliora;73
Bedigliora;Bioggio;6
Bedigliora;Caslano;11
Bedigliora;Croglio;16
Bedigliora;Lugano;53
Bedigliora;Manno;10
Bedigliora;Novaggio;9
Bedigliora;Sorengo;7
Bedigliora;Collina d'Oro;5
Bedigliora;Andere Gemeinden;50
Bedigliora;Andere Gemeinden;2
Bioggio;Bellinzona;17
Bioggio;Giubiasco;12
Bioggio;Locarno;6
Bioggio;Agno;90
Bioggio;Bedano;11
Bioggio;Bioggio;267
Bioggio;Cademario;7
Bioggio;Cadempino;13
Bioggio;Caslano;16
Bioggio;Comano;23
Bioggio;Gravesano;7
Bioggio;Lamone;15
Bioggio;Lugano;403
Bioggio;Manno;71
Bioggio;Massagno;32
Bioggio;Muzzano;15
Bioggio;Paradiso;12
Bioggio;Porza;7
Bioggio;Savosa;7
Bioggio;Sorengo;10
Bioggio;Capriasca;5
Bioggio;Torricella-Taverne;7
Bioggio;Vezia;10
Bioggio;Collina d'Oro;20
Bioggio;Monteceneri;17
Bioggio;Balerna;5
Bioggio;Chiasso;5
Bioggio;Mendrisio;11
Bioggio;Andere Gemeinden;68
Bioggio;Andere Gemeinden;15
Bissone;Bissone;57
Bissone;Lugano;129
Bissone;Manno;5
Bissone;Massagno;5
Bissone;Melide;6
Bissone;Paradiso;8
Bissone;Sorengo;9
Bissone;Balerna;9
Bissone;Chiasso;18
Bissone;Mendrisio;17
Bissone;Stabio;9
Bissone;Andere Gemeinden;73
Bissone;Andere Gemeinden;8
Brusino Arsizio;Brusino Arsizio;35
Brusino Arsizio;Lugano;38
Brusino Arsizio;Melide;5
Brusino Arsizio;Paradiso;8
Brusino Arsizio;Balerna;5
Brusino Arsizio;Chiasso;13
Brusino Arsizio;Mendrisio;51
Brusino Arsizio;Andere Gemeinden;48
Brusino Arsizio;Andere Gemeinden;2
Cademario;Bellinzona;7
Cademario;Agno;9
Cademario;Bedano;6
Cademario;Bioggio;31
Cademario;Cademario;58
Cademario;Lugano;87
Cademario;Manno;9
Cademario;Massagno;10
Cademario;Muzzano;5
Cademario;Collina d'Oro;5
Cademario;Andere Gemeinden;60
Cademario;Andere Gemeinden;5
Cadempino;Andere Gemeinden;6
Cadempino;Bellinzona;11
Cadempino;Cadenazzo;11
Cadempino;Agno;15
Cadempino;Bedano;18
Cadempino;Bioggio;22
Cadempino;Cadempino;102
Cadempino;Canobbio;7
Cadempino;Comano;14
Cadempino;Grancia;7
Cadempino;Gravesano;7
Cadempino;Lamone;31
Cadempino;Lugano;210
Cadempino;Manno;43
Cadempino;Massagno;11
Cadempino;Melide;5
Cadempino;Mezzovico-Vira;18
Cadempino;Muzzano;13
Cadempino;Paradiso;12
Cadempino;Porza;28
Cadempino;Savosa;11
Cadempino;Torricella-Taverne;12
Cadempino;Vezia;23
Cadempino;Collina d'Oro;8
Cadempino;Monteceneri;14
Cadempino;Mendrisio;7
Cadempino;Andere Gemeinden;47
Cadempino;Andere Gemeinden;6
Canobbio;Andere Gemeinden;6
Canobbio;Bellinzona;9
Canobbio;Camorino;5
Canobbio;Giubiasco;7
Canobbio;Locarno;6
Canobbio;Agno;8
Canobbio;Bedano;5
Canobbio;Bioggio;19
Canobbio;Cadempino;7
Canobbio;Canobbio;164
Canobbio;Comano;22
Canobbio;Gravesano;8
Canobbio;Lamone;12
Canobbio;Lugano;403
Canobbio;Manno;17
Canobbio;Massagno;19
Canobbio;Mezzovico-Vira;7
Canobbio;Muzzano;9
Canobbio;Paradiso;16
Canobbio;Porza;10
Canobbio;Savosa;21
Canobbio;Capriasca;14
Canobbio;Torricella-Taverne;6
Canobbio;Vezia;12
Canobbio;Monteceneri;15
Canobbio;Balerna;5
Canobbio;Mendrisio;9
Canobbio;Stabio;6
Canobbio;Andere Gemeinden;43
Canobbio;Andere Gemeinden;5
Caslano;Andere Gemeinden;8
Caslano;Andere Gemeinden;5
Caslano;Bellinzona;13
Caslano;Cadenazzo;5
Caslano;Giubiasco;14
Caslano;Sant'Antonino;6
Caslano;Locarno;6
Caslano;Agno;98
Caslano;Bedano;11
Caslano;Bioggio;67
Caslano;Cadempino;7
Caslano;Caslano;346
Caslano;Croglio;31
Caslano;Grancia;10
Caslano;Lamone;12
Caslano;Lugano;474
Caslano;Magliaso;38
Caslano;Manno;68
Caslano;Massagno;15
Caslano;Mezzovico-Vira;19
Caslano;Monteggio;15
Caslano;Muzzano;19
Caslano;Neggio;9
Caslano;Novaggio;36
Caslano;Paradiso;25
Caslano;Ponte Tresa;26
Caslano;Pura;8
Caslano;Savosa;6
Caslano;Sorengo;26
Caslano;Torricella-Taverne;18
Caslano;Vezia;15
Caslano;Collina d'Oro;26
Caslano;Monteceneri;15
Caslano;Chiasso;6
Caslano;Mendrisio;24
Caslano;Stabio;6
Caslano;Andere Gemeinden;75
Caslano;Andere Gemeinden;7
Comano;Bellinzona;6
Comano;Locarno;6
Comano;Agno;13
Comano;Bedano;13
Comano;Bioggio;19
Comano;Cadempino;8
Comano;Canobbio;47
Comano;Comano;149
Comano;Cureglia;8
Comano;Lamone;10
Comano;Lugano;361
Comano;Manno;29
Comano;Massagno;8
Comano;Mezzovico-Vira;9
Comano;Muzzano;9
Comano;Paradiso;8
Comano;Porza;53
Comano;Savosa;9
Comano;Capriasca;13
Comano;Torricella-Taverne;9
Comano;Vezia;18
Comano;Collina d'Oro;5
Comano;Monteceneri;14
Comano;Chiasso;7
Comano;Andere Gemeinden;47
Comano;Andere Gemeinden;8
Croglio;Agno;14
Croglio;Bioggio;7
Croglio;Caslano;19
Croglio;Croglio;90
Croglio;Lugano;102
Croglio;Magliaso;9
Croglio;Manno;9
Croglio;Monteggio;5
Croglio;Muzzano;6
Croglio;Novaggio;9
Croglio;Ponte Tresa;19
Croglio;Savosa;7
Croglio;Torricella-Taverne;5
Croglio;Mendrisio;5
Croglio;Andere Gemeinden;52
Croglio;Andere Gemeinden;5
Cureglia;Bellinzona;7
Cureglia;Giubiasco;8
Cureglia;Agno;15
Cureglia;Bedano;7
Cureglia;Cadempino;10
Cureglia;Canobbio;32
Cureglia;Comano;38
Cureglia;Cureglia;73
Cureglia;Lamone;5
Cureglia;Lugano;216
Cureglia;Manno;12
Cureglia;Massagno;5
Cureglia;Mezzovico-Vira;8
Cureglia;Muzzano;5
Cureglia;Porza;26
Cureglia;Savosa;9
Cureglia;Capriasca;7
Cureglia;Torricella-Taverne;6
Cureglia;Vezia;11
Cureglia;Collina d'Oro;6
Cureglia;Monteceneri;9
Cureglia;Mendrisio;5
Cureglia;Andere Gemeinden;55
Cureglia;Andere Gemeinden;8
Curio;Bellinzona;5
Curio;Agno;16
Curio;Bedigliora;9
Curio;Bioggio;6
Curio;Caslano;7
Curio;Croglio;5
Curio;Curio;50
Curio;Lugano;58
Curio;Manno;6
Curio;Muzzano;8
Curio;Novaggio;24
Curio;Sorengo;7
Curio;Andere Gemeinden;40
Curio;Andere Gemeinden;3
Grancia;Agno;6
Grancia;Bioggio;9
Grancia;Grancia;49
Grancia;Lugano;100
Grancia;Manno;5
Grancia;Mezzovico-Vira;6
Grancia;Paradiso;7
Grancia;Collina d'Oro;14
Grancia;Mendrisio;8
Grancia;Andere Gemeinden;44
Grancia;Andere Gemeinden;2
Gravesano;Bellinzona;8
Gravesano;Cadenazzo;6
Gravesano;Giubiasco;11
Gravesano;Locarno;6
Gravesano;Agno;16
Gravesano;Bedano;11
Gravesano;Bioggio;30
Gravesano;Cadempino;9
Gravesano;Comano;15
Gravesano;Gravesano;91
Gravesano;Lamone;19
Gravesano;Lugano;167
Gravesano;Manno;34
Gravesano;Massagno;6
Gravesano;Mezzovico-Vira;8
Gravesano;Muzzano;6
Gravesano;Savosa;5
Gravesano;Torricella-Taverne;14
Gravesano;Vezia;9
Gravesano;Monteceneri;9
Gravesano;Mendrisio;11
Gravesano;Andere Gemeinden;58
Gravesano;Andere Gemeinden;4
Lamone;Andere Gemeinden;8
Lamone;Bellinzona;12
Lamone;Cadenazzo;5
Lamone;Giubiasco;5
Lamone;Locarno;8
Lamone;Agno;9
Lamone;Bedano;27
Lamone;Bioggio;31
Lamone;Cadempino;28
Lamone;Canobbio;24
Lamone;Comano;10
Lamone;Gravesano;11
Lamone;Lamone;169
Lamone;Lugano;187
Lamone;Manno;58
Lamone;Massagno;6
Lamone;Mezzovico-Vira;11
Lamone;Muzzano;7
Lamone;Paradiso;12
Lamone;Porza;7
Lamone;Sorengo;7
Lamone;Capriasca;7
Lamone;Torricella-Taverne;38
Lamone;Vezia;32
Lamone;Alto Malcantone;10
Lamone;Monteceneri;23
Lamone;Mendrisio;9
Lamone;Stabio;6
Lamone;Andere Gemeinden;52
Lamone;Andere Gemeinden;3
Lugano;Rothenburg;5
Lugano;Luzern;13
Lugano;Andere Gemeinden;7
Lugano;Andere Gemeinden;10
Lugano;Andere Gemeinden;6
Lugano;Hergiswil (NW);8
Lugano;Cham;8
Lugano;Hünenberg;14
Lugano;Risch;5
Lugano;St. Moritz;20
Lugano;Mesocco;6
Lugano;Grono;27
Lugano;Roveredo (GR);30
Lugano;San Vittore;11
Lugano;Chur;9
Lugano;Andere Gemeinden;26
Lugano;Arbedo-Castione;34
Lugano;Bellinzona;198
Lugano;Cadenazzo;28
Lugano;Camorino;47
Lugano;Giubiasco;73
Lugano;Monte Carasso;6
Lugano;Sant'Antonino;38
Lugano;Sementina;16
Lugano;Blenio;6
Lugano;Bodio;6
Lugano;Quinto;7
Lugano;Ascona;12
Lugano;Brissago;8
Lugano;Gordola;14
Lugano;Lavertezzo;7
Lugano;Locarno;118
Lugano;Losone;20
Lugano;Minusio;13
Lugano;Muralto;27
Lugano;Agno;226
Lugano;Arogno;6
Lugano;Bedano;186
Lugano;Bioggio;401
Lugano;Bissone;11
Lugano;Cademario;16
Lugano;Cadempino;180
Lugano;Canobbio;99
Lugano;Caslano;81
Lugano;Comano;37
Lugano;Croglio;28
Lugano;Cureglia;24
Lugano;Curio;7
Lugano;Grancia;154
Lugano;Gravesano;67
Lugano;Lamone;132
Lugano;Lugano;19658
Lugano;Magliaso;42
Lugano;Manno;490
Lugano;Maroggia;14
Lugano;Massagno;371
Lugano;Melano;19
Lugano;Melide;71
Lugano;Mezzovico-Vira;202
Lugano;Monteggio;20
Lugano;Morcote;21
Lugano;Muzzano;188
Lugano;Neggio;14
Lugano;Origlio;13
Lugano;Paradiso;503
Lugano;Ponte Capriasca;13
Lugano;Ponte Tresa;9
Lugano;Porza;229
Lugano;Pura;5
Lugano;Savosa;154
Lugano;Sessa;7
Lugano;Sorengo;218
Lugano;Capriasca;110
Lugano;Torricella-Taverne;139
Lugano;Vezia;88
Lugano;Vico Morcote;13
Lugano;Collina d'Oro;244
Lugano;Alto Malcantone;6
Lugano;Monteceneri;238
Lugano;Balerna;103
Lugano;Castel San Pietro;27
Lugano;Chiasso;169
Lugano;Coldrerio;18
Lugano;Mendrisio;230
Lugano;Morbio Inferiore;19
Lugano;Novazzano;25
Lugano;Riva San Vitale;21
Lugano;Stabio;157
Lugano;Vacallo;8
Lugano;Biasca;41
Lugano;Lodrino;5
Lugano;Gambarogno;41
Lugano;Andere Gemeinden;61
Lugano;Andere Gemeinden;8
Magliaso;Andere Gemeinden;6
Magliaso;Bellinzona;9
Magliaso;Agno;39
Magliaso;Bedano;6
Magliaso;Bioggio;28
Magliaso;Cadempino;7
Magliaso;Caslano;25
Magliaso;Grancia;5
Magliaso;Lugano;224
Magliaso;Magliaso;112
Magliaso;Manno;18
Magliaso;Massagno;8
Magliaso;Mezzovico-Vira;5
Magliaso;Muzzano;6
Magliaso;Novaggio;6
Magliaso;Paradiso;6
Magliaso;Sorengo;15
Magliaso;Torricella-Taverne;8
Magliaso;Vezia;6
Magliaso;Collina d'Oro;10
Magliaso;Monteceneri;6
Magliaso;Chiasso;6
Magliaso;Mendrisio;10
Magliaso;Andere Gemeinden;53
Magliaso;Andere Gemeinden;4
Manno;Andere Gemeinden;5
Manno;Bellinzona;8
Manno;Giubiasco;7
Manno;Locarno;5
Manno;Agno;9
Manno;Bedano;12
Manno;Bioggio;31
Manno;Cadempino;10
Manno;Canobbio;30
Manno;Comano;12
Manno;Gravesano;13
Manno;Lamone;18
Manno;Lugano;166
Manno;Manno;152
Manno;Mezzovico-Vira;13
Manno;Muzzano;7
Manno;Paradiso;5
Manno;Torricella-Taverne;14
Manno;Vezia;6
Manno;Alto Malcantone;5
Manno;Monteceneri;9
Manno;Mendrisio;5
Manno;Andere Gemeinden;45
Manno;Andere Gemeinden;2
Maroggia;Bioggio;5
Maroggia;Lugano;78
Maroggia;Manno;9
Maroggia;Maroggia;39
Maroggia;Paradiso;8
Maroggia;Chiasso;7
Maroggia;Mendrisio;24
Maroggia;Stabio;6
Maroggia;Andere Gemeinden;64
Massagno;Andere Gemeinden;7
Massagno;Andere Gemeinden;7
Massagno;Arbedo-Castione;6
Massagno;Bellinzona;39
Massagno;Camorino;5
Massagno;Giubiasco;14
Massagno;Locarno;14
Massagno;Agno;28
Massagno;Bedano;23
Massagno;Bioggio;85
Massagno;Cademario;6
Massagno;Cadempino;31
Massagno;Canobbio;22
Massagno;Caslano;13
Massagno;Comano;41
Massagno;Cureglia;8
Massagno;Grancia;23
Massagno;Gravesano;8
Massagno;Lamone;18
Massagno;Lugano;1117
Massagno;Manno;71
Massagno;Massagno;423
Massagno;Melide;7
Massagno;Mezzovico-Vira;38
Massagno;Monteggio;5
Massagno;Muzzano;14
Massagno;Paradiso;42
Massagno;Porza;27
Massagno;Savosa;110
Massagno;Sorengo;29
Massagno;Capriasca;11
Massagno;Torricella-Taverne;24
Massagno;Vezia;48
Massagno;Collina d'Oro;18
Massagno;Monteceneri;32
Massagno;Balerna;5
Massagno;Chiasso;16
Massagno;Mendrisio;24
Massagno;Stabio;16
Massagno;Andere Gemeinden;64
Massagno;Andere Gemeinden;5
Melano;Bellinzona;5
Melano;Cadenazzo;5
Melano;Agno;9
Melano;Arogno;7
Melano;Bedano;5
Melano;Bioggio;12
Melano;Bissone;6
Melano;Grancia;5
Melano;Lugano;178
Melano;Manno;20
Melano;Maroggia;12
Melano;Massagno;5
Melano;Melano;94
Melano;Melide;7
Melano;Mezzovico-Vira;7
Melano;Paradiso;11
Melano;Collina d'Oro;5
Melano;Balerna;9
Melano;Chiasso;32
Melano;Mendrisio;85
Melano;Novazzano;6
Melano;Riva San Vitale;12
Melano;Stabio;10
Melano;Vacallo;6
Melano;Andere Gemeinden;58
Melano;Andere Gemeinden;10
Melide;Andere Gemeinden;8
Melide;Bellinzona;13
Melide;Agno;10
Melide;Arogno;5
Melide;Bioggio;15
Melide;Bissone;6
Melide;Grancia;7
Melide;Lamone;6
Melide;Lugano;246
Melide;Manno;16
Melide;Massagno;9
Melide;Melide;159
Melide;Mezzovico-Vira;10
Melide;Morcote;7
Melide;Paradiso;45
Melide;Savosa;5
Melide;Torricella-Taverne;5
Melide;Vico Morcote;10
Melide;Collina d'Oro;11
Melide;Monteceneri;6
Melide;Balerna;8
Melide;Chiasso;13
Melide;Mendrisio;47
Melide;Riva San Vitale;5
Melide;Stabio;17
Melide;Andere Gemeinden;51
Melide;Andere Gemeinden;4
Mezzovico-Vira;Zürich;5
Mezzovico-Vira;Bellinzona;66
Mezzovico-Vira;Camorino;32
Mezzovico-Vira;Giubiasco;11
Mezzovico-Vira;Isone;11
Mezzovico-Vira;Sant'Antonino;11
Mezzovico-Vira;Locarno;9
Mezzovico-Vira;Agno;13
Mezzovico-Vira;Bedano;9
Mezzovico-Vira;Bioggio;12
Mezzovico-Vira;Cadempino;8
Mezzovico-Vira;Canobbio;7
Mezzovico-Vira;Comano;9
Mezzovico-Vira;Lamone;13
Mezzovico-Vira;Lugano;130
Mezzovico-Vira;Manno;16
Mezzovico-Vira;Massagno;5
Mezzovico-Vira;Mezzovico-Vira;149
Mezzovico-Vira;Savosa;7
Mezzovico-Vira;Sorengo;5
Mezzovico-Vira;Torricella-Taverne;21
Mezzovico-Vira;Monteceneri;29
Mezzovico-Vira;Andere Gemeinden;67
Mezzovico-Vira;Andere Gemeinden;6
Miglieglia;Agno;6
Miglieglia;Bioggio;6
Miglieglia;Lugano;36
Miglieglia;Miglieglia;22
Miglieglia;Novaggio;7
Miglieglia;Andere Gemeinden;42
Monteggio;Cadenazzo;5
Monteggio;Agno;23
Monteggio;Bioggio;13
Monteggio;Caslano;24
Monteggio;Croglio;28
Monteggio;Grancia;5
Monteggio;Lugano;84
Monteggio;Magliaso;7
Monteggio;Manno;7
Monteggio;Monteggio;74
Monteggio;Novaggio;8
Monteggio;Ponte Tresa;7
Monteggio;Sessa;6
Monteggio;Andere Gemeinden;54
Monteggio;Andere Gemeinden;5
Morcote;Bioggio;10
Morcote;Grancia;5
Morcote;Lugano;111
Morcote;Manno;5
Morcote;Morcote;81
Morcote;Paradiso;8
Morcote;Chiasso;8
Morcote;Mendrisio;10
Morcote;Stabio;9
Morcote;Andere Gemeinden;45
Morcote;Andere Gemeinden;1
Muzzano;Agno;16
Muzzano;Bioggio;7
Muzzano;Lugano;151
Muzzano;Manno;10
Muzzano;Muzzano;78
Muzzano;Paradiso;8
Muzzano;Porza;5
Muzzano;Sorengo;10
Muzzano;Collina d'Oro;9
Muzzano;Andere Gemeinden;46
Muzzano;Andere Gemeinden;4
Neggio;Agno;16
Neggio;Bioggio;9
Neggio;Lugano;56
Neggio;Muzzano;8
Neggio;Neggio;25
Neggio;Andere Gemeinden;42
Neggio;Andere Gemeinden;1
Novaggio;Agno;19
Novaggio;Bedigliora;14
Novaggio;Bioggio;12
Novaggio;Caslano;6
Novaggio;Croglio;16
Novaggio;Curio;7
Novaggio;Lamone;5
Novaggio;Lugano;72
Novaggio;Manno;9
Novaggio;Muzzano;7
Novaggio;Novaggio;91
Novaggio;Paradiso;5
Novaggio;Sorengo;7
Novaggio;Monteceneri;6
Novaggio;Andere Gemeinden;63
Novaggio;Andere Gemeinden;4
Origlio;Bellinzona;10
Origlio;Agno;6
Origlio;Bioggio;13
Origlio;Canobbio;30
Origlio;Comano;27
Origlio;Lamone;12
Origlio;Lugano;223
Origlio;Manno;20
Origlio;Massagno;13
Origlio;Mezzovico-Vira;9
Origlio;Origlio;75
Origlio;Paradiso;8
Origlio;Porza;5
Origlio;Savosa;6
Origlio;Capriasca;19
Origlio;Torricella-Taverne;13
Origlio;Vezia;7
Origlio;Monteceneri;11
Origlio;Chiasso;5
Origlio;Mendrisio;5
Origlio;Andere Gemeinden;67
Origlio;Andere Gemeinden;4
Paradiso;Zug;7
Paradiso;Andere Gemeinden;6
Paradiso;Roveredo (GR);7
Paradiso;Andere Gemeinden;8
Paradiso;Bellinzona;13
Paradiso;Camorino;6
Paradiso;Giubiasco;5
Paradiso;Sant'Antonino;5
Paradiso;Ascona;6
Paradiso;Locarno;6
Paradiso;Agno;17
Paradiso;Bedano;13
Paradiso;Bioggio;36
Paradiso;Cadempino;9
Paradiso;Grancia;17
Paradiso;Lamone;11
Paradiso;Lugano;730
Paradiso;Manno;42
Paradiso;Maroggia;5
Paradiso;Massagno;15
Paradiso;Melide;13
Paradiso;Mezzovico-Vira;20
Paradiso;Morcote;5
Paradiso;Muzzano;8
Paradiso;Paradiso;456
Paradiso;Porza;14
Paradiso;Savosa;13
Paradiso;Sorengo;16
Paradiso;Torricella-Taverne;7
Paradiso;Vezia;12
Paradiso;Collina d'Oro;36
Paradiso;Monteceneri;10
Paradiso;Balerna;8
Paradiso;Chiasso;25
Paradiso;Mendrisio;33
Paradiso;Stabio;19
Paradiso;Andere Gemeinden;49
Paradiso;Andere Gemeinden;7
Ponte Capriasca;Andere Gemeinden;5
Ponte Capriasca;Bellinzona;27
Ponte Capriasca;Cadenazzo;7
Ponte Capriasca;Giubiasco;10
Ponte Capriasca;Agno;8
Ponte Capriasca;Bedano;11
Ponte Capriasca;Bioggio;18
Ponte Capriasca;Cadempino;8
Ponte Capriasca;Canobbio;30
Ponte Capriasca;Comano;27
Ponte Capriasca;Cureglia;6
Ponte Capriasca;Gravesano;6
Ponte Capriasca;Lamone;11
Ponte Capriasca;Lugano;272
Ponte Capriasca;Manno;30
Ponte Capriasca;Massagno;16
Ponte Capriasca;Melide;6
Ponte Capriasca;Mezzovico-Vira;10
Ponte Capriasca;Origlio;8
Ponte Capriasca;Paradiso;8
Ponte Capriasca;Ponte Capriasca;110
Ponte Capriasca;Porza;36
Ponte Capriasca;Savosa;6
Ponte Capriasca;Capriasca;14
Ponte Capriasca;Torricella-Taverne;19
Ponte Capriasca;Vezia;7
Ponte Capriasca;Monteceneri;16
Ponte Capriasca;Mendrisio;6
Ponte Capriasca;Stabio;5
Ponte Capriasca;Andere Gemeinden;46
Ponte Capriasca;Andere Gemeinden;5
Ponte Tresa;Agno;12
Ponte Tresa;Bioggio;11
Ponte Tresa;Cadempino;5
Ponte Tresa;Caslano;41
Ponte Tresa;Croglio;12
Ponte Tresa;Lugano;74
Ponte Tresa;Magliaso;5
Ponte Tresa;Manno;8
Ponte Tresa;Massagno;5
Ponte Tresa;Mezzovico-Vira;7
Ponte Tresa;Monteggio;7
Ponte Tresa;Novaggio;12
Ponte Tresa;Ponte Tresa;49
Ponte Tresa;Sorengo;5
Ponte Tresa;Andere Gemeinden;50
Ponte Tresa;Andere Gemeinden;5
Porza;Bellinzona;11
Porza;Bedano;10
Porza;Bioggio;12
Porza;Canobbio;5
Porza;Comano;11
Porza;Lamone;6
Porza;Lugano;344
Porza;Manno;18
Porza;Massagno;17
Porza;Mezzovico-Vira;9
Porza;Paradiso;14
Porza;Porza;132
Porza;Savosa;13
Porza;Capriasca;5
Porza;Torricella-Taverne;7
Porza;Vezia;9
Porza;Collina d'Oro;5
Porza;Monteceneri;8
Porza;Chiasso;5
Porza;Andere Gemeinden;40
Porza;Andere Gemeinden;8
Pura;Cadenazzo;6
Pura;Agno;38
Pura;Bioggio;20
Pura;Cadempino;5
Pura;Caslano;34
Pura;Croglio;14
Pura;Lugano;151
Pura;Magliaso;6
Pura;Manno;20
Pura;Massagno;5
Pura;Mezzovico-Vira;7
Pura;Monteggio;7
Pura;Muzzano;6
Pura;Novaggio;19
Pura;Paradiso;7
Pura;Ponte Tresa;10
Pura;Pura;80
Pura;Sorengo;12
Pura;Torricella-Taverne;6
Pura;Monteceneri;8
Pura;Mendrisio;9
Pura;Andere Gemeinden;55
Pura;Andere Gemeinden;9
Rovio;Giubiasco;5
Rovio;Arogno;5
Rovio;Bissone;6
Rovio;Cadempino;5
Rovio;Grancia;5
Rovio;Lugano;98
Rovio;Manno;24
Rovio;Melano;8
Rovio;Paradiso;7
Rovio;Rovio;39
Rovio;Balerna;9
Rovio;Chiasso;13
